scenario,model,horizon,predicted_nrmse,measured_nrmse
phase_surrogate_nonlinear_ar1_phi085,single_kernel,64,1.018186965334851,1.0185487808526128
phase_surrogate_nonlinear_ar1_phi085,single_kernel,128,1.0138156983905082,1.0130260436969238
phase_surrogate_nonlinear_ar1_phi085,triangular,1,0.5756500905155978,0.577074517591941
phase_surrogate_nonlinear_ar1_phi085,triangular,2,0.7502692105711891,0.7524785472826581
phase_surrogate_nonlinear_ar1_phi085,triangular,4,0.9011107991735722,0.9022989871458394
phase_surrogate_nonlinear_ar1_phi085,triangular,8,0.9908428087448168,0.9914181933797851
phase_surrogate_nonlinear_ar1_phi085,triangular,16,1.0099135140797095,1.010178851577815
phase_surrogate_nonlinear_ar1_phi085,triangular,32,1.0124172311459452,1.0117616683617474
phase_surrogate_nonlinear_ar1_phi085,triangular,64,1.0180950414584142,1.0203227284732161
phase_surrogate_nonlinear_ar1_phi085,triangular,128,1.015979897885583,1.013628648255742
phase_surrogate_nonlinear_ar1_phi085,uniform,1,0.5756299609921487,0.5770671485077457
phase_surrogate_nonlinear_ar1_phi085,uniform,2,0.7502071089122198,0.7525306019940315
phase_surrogate_nonlinear_ar1_phi085,uniform,4,0.9007403356372348,0.9021788965950246
phase_surrogate_nonlinear_ar1_phi085,uniform,8,0.99070284496414,0.9911216799648841
phase_surrogate_nonlinear_ar1_phi085,uniform,16,1.0098097291410877,1.0100121545240472
phase_surrogate_nonlinear_ar1_phi085,uniform,32,1.0123979596736663,1.012041208763906
phase_surrogate_nonlinear_ar1_phi085,uniform,64,1.018016198652261,1.0172892741940505
phase_surrogate_nonlinear_ar1_phi085,uniform,128,1.0188891704548775,1.0141303664753698
