set,model,horizon,shots,mean_nrmse,median_nrmse_inflation,mean_nrmse_inflation,paired_segment_ci95_low,paired_segment_ci95_high,median_relative_nrmse_inflation,mean_relative_nrmse_inflation,p90_relative_nrmse_inflation,useful_horizon,criterion,exact_useful_horizon,useful_horizon_change_from_exact
Z,QRC_K0,32,3000,1.0661567033539416,0.00335677423265505,0.005453525847519653,0.002899767057463682,0.00827154600704125,0.0032264452689678,0.005047527890285688,0.014391023294270654,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,32,10000,1.0639613025776062,0.0014152076287309002,0.0032581250711842405,0.00151827885328919,0.005317936153224328,0.00132382381857915,0.002992962596426487,0.009668560093051021,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,64,100,1.1237192776800697,0.00684262573634385,0.014537444641023432,0.0031893353256269253,0.027925137340387225,0.0062010210540834505,0.012284875417092073,0.04029665000752738,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,64,300,1.118291628378369,0.00343864392040045,0.009109795339322766,0.0008808420628759359,0.019181811409841314,0.00318185317548175,0.0076800751491421645,0.026813005907697706,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,64,1000,1.1146732803560666,0.002720668063993,0.005491447317020461,0.002428960279882726,0.009275649882320347,0.0023903218246996,0.004810349189678219,0.015981770653532654,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,64,3000,1.111305453392557,0.00133937827033065,0.002123620353510751,0.0009796561678305277,0.0034023309468030373,0.0011867629223569,0.0018805537625509383,0.007306848922528601,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,64,10000,1.110041362350987,0.00040862953248225,0.0008595293119408999,0.0002575385968858842,0.0016352130252123196,0.00037593484909670004,0.000734270608605525,0.003990594433275781,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,128,100,1.133024003233996,0.009216045021314751,0.019749805554801346,0.006139703607867464,0.03645821501579119,0.008230996816856,0.016456652504298386,0.050502947238572286,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,128,300,1.1265899902676852,0.006520020227967,0.013315792588490616,0.004404298993327855,0.024369525535673852,0.0059000385323867005,0.011080951215667836,0.029554857364144572,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,128,1000,1.1214080551937096,0.0036330045890593,0.008133857514514975,0.002859897044446862,0.014812372264916442,0.00333939181322845,0.006802680822751725,0.019370360846063715,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,128,3000,1.1161437653994803,0.00129819047972505,0.002869567720285715,0.0012928647124689258,0.004549220003450174,0.0011528763675468,0.0024678730366366032,0.009988826161775991,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,128,10000,1.1142971823515722,0.00050539044656415,0.0010229846723776436,0.0004729728548337015,0.0016693612282627055,0.00046100918823195,0.0008670244280436347,0.00407938553213956,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,1,100,0.6024277944326112,0.3312135200193518,0.3326525037819276,0.2981198902154323,0.36637454287222315,1.4291865186719859,1.3485160750945144,1.7886314351864383,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,1,300,0.49769258256507204,0.22837401806959368,0.22791729191438842,0.20116514531794205,0.2559822302679641,0.9926743237421026,0.9270512115939744,1.2534228773985923,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,1,1000,0.41437774976994246,0.1428749042167824,0.14460245911925884,0.12591739170740818,0.16449906635936828,0.6218747182589398,0.5892833849131084,0.8174114651196946,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,1,3000,0.3637508097756498,0.0919644982528607,0.09397551912496621,0.08070835743185684,0.10753672886272117,0.3938681207277738,0.38349347331497424,0.5746823256196056,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,1,10000,0.3262835724410102,0.05612862587986285,0.056508281790326575,0.04872482076084732,0.06451709231468872,0.2384184724803417,0.2304503399265162,0.35546167932740863,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,2,100,0.760222343703952,0.25460959402499767,0.2481581153362208,0.21771344780306198,0.27531464672182293,0.5279167583677222,0.513032694074921,0.7245983496788807,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,2,300,0.6986108570065791,0.1934519075637867,0.18654662863884788,0.16121089108332773,0.2113871981163722,0.40104648742931037,0.3861283746932844,0.5492153117924309,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,2,1000,0.6463330524601947,0.13604105045645337,0.1342688240924635,0.11209898878189127,0.15325990007973633,0.2907354624320192,0.27773539116689777,0.39678377029349354,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,2,3000,0.6083869099952182,0.09553040156801701,0.09632268162748694,0.07908430820255204,0.11244540850123029,0.20483947647726558,0.199438887017506,0.30661228269319296,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,2,10000,0.574037569554219,0.060675592626325145,0.06197334118648769,0.049913628191019674,0.07448102418452243,0.13001094996384988,0.12864618848881895,0.20968255742986305,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,4,100,0.9451469738659449,0.08484040432464385,0.08002465012723732,0.05684284997582814,0.09944848133014607,0.0973968238923893,0.09748998167276575,0.1826215836768427,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,4,300,0.9296062755533308,0.07000473885019255,0.064483951814623,0.04536539250014038,0.08163734167760442,0.0806214218773071,0.07857965825207788,0.14951345527545587,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,4,1000,0.9172206260695485,0.05637747366024805,0.05209830233084076,0.03521179474576819,0.06686435690308365,0.0645058424638636,0.06315594293166958,0.11648997616347669,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,4,3000,0.9059809301245798,0.042391478285004155,0.0408586063858723,0.027716070495623357,0.05387356662517995,0.04916827555157915,0.04933442055810519,0.09317690517558028,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,4,10000,0.8943210060445318,0.03091867906873445,0.029198682305824272,0.01757480835876697,0.039051041559472255,0.036358070229329895,0.03526163939793018,0.07148528913816281,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,8,100,0.9956851480684473,0.0265633439599565,0.03199072541006418,0.021174353519341067,0.04435150634163302,0.02698658600995245,0.03420734548223845,0.08197233155577596,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,8,300,0.9876096989329506,0.0205541204674997,0.023915276274567444,0.014107490810865075,0.034772088454278954,0.02106932306017055,0.025800097904221993,0.06629545773779591,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,8,1000,0.9804539842530475,0.01661718177827615,0.016759561594664452,0.009979077425913627,0.024367654874477666,0.0168603068215904,0.018062201235245892,0.04671698749918874,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,8,3000,0.9749934638585614,0.01235317847355925,0.011299041200178212,0.005939710163506647,0.01716691758553255,0.0125125398756062,0.012270846950653542,0.03361342117660798,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,8,10000,0.9708096477661687,0.0079331464038939,0.007115225107785805,0.0033506095597276666,0.011115031468494395,0.008210957285768199,0.0077651330790783095,0.02507351218853505,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,16,100,1.009851666169488,0.01679668055807585,0.021464075116101246,0.010767372322649304,0.033026167990820414,0.0173234165890347,0.02213154084307648,0.06564292181449304,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,16,300,1.0023590607084405,0.010097222050694049,0.0139714696550536,0.004796293642857582,0.023538628176166265,0.0102253822435538,0.014478266529990078,0.048848120366166835,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,16,1000,0.9965087178790422,0.0062814505175447,0.008121126825655366,0.001271201088479673,0.015311788275046832,0.0062866531978949,0.008440651131361148,0.03417718993654102,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,16,3000,0.9931406265208321,0.00362500968596595,0.004753035467445435,-0.0014491242940296175,0.010517101039424765,0.0036424645511454,0.005001505063543629,0.022586642677058143,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,16,10000,0.9910180711233075,0.0022823956312444,0.0026304800699206835,-0.0028465348568005046,0.007280560453139203,0.00244242729393655,0.0028287711001431836,0.017946440078749914,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,32,100,1.0670620378147295,0.01090827351339,0.01720496194623896,0.007985194469465629,0.026504753950026678,0.010584106628915301,0.016526304051019906,0.05085542277251094,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,32,300,1.0602710948451655,0.00699572221302925,0.010414018976674908,0.0037303767035250356,0.017106134873212456,0.0067954365821424004,0.010087603440919116,0.040914377403123064,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,32,1000,1.0560310270014812,0.00502614097713405,0.006173951132990461,0.0010487184018321155,0.011392747461674181,0.00494086523230405,0.006044235780932552,0.025758751805804496,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,32,3000,1.0525188260625646,0.00285729710614315,0.0026617501940739085,-0.0009666708835794841,0.006225271191218388,0.00271241775554195,0.002658009121100421,0.017239693614982003,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,32,10000,1.0507072047928028,0.001152607812364,0.0008501289243120438,-0.0022803158091503346,0.004099032300554109,0.0010714288083718,0.0009176875372406839,0.013375481332939572,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,64,100,1.103272941933221,0.01157132526281405,0.01455508841742518,0.0030834304268893076,0.02686906557931204,0.01079529390763135,0.013631126457217703,0.04538318271638379,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,64,300,1.0964882543763945,0.0069204146071,0.007770400860598893,-0.0004050494032551551,0.015805606539646036,0.00650780164105875,0.007520670624976878,0.03371402304357964,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,64,1000,1.092345902631129,0.0050484064250424995,0.0036280491153332724,-0.0018171312284155625,0.008836542420557562,0.00482556613795375,0.003702356803469459,0.022741314380304314,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,64,3000,1.0901681020632137,0.0030006684994723,0.0014502485474182322,-0.0026692714860234172,0.005025387823792136,0.0026831533346897,0.0016061865104094026,0.01514045729160423,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,64,10000,1.0886306735292182,0.0011968710860792002,-8.717998657748156e-05,-0.0036517833268161796,0.003238454177564973,0.0011290788843799499,0.00015559674109158855,0.012365993998462025,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,128,100,1.1092845641680966,0.0135089329374138,0.022459084776509278,0.011887974923092364,0.03362390245184663,0.012638574629447001,0.020612617165982002,0.051498749382816345,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,128,300,1.1011482401530825,0.008741931441763849,0.014322760761495322,0.007732390505417186,0.020896380506333623,0.008175797336392,0.013295863091276158,0.0421360648849338,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,single_kernel,128,1000,1.0948128682467737,0.0045288134355906,0.007987388855186617,0.0036333138079136093,0.012519648312498044,0.0042338106502590005,0.00761246581972405,0.03301812241892713,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,128,3000,1.0899504179796249,0.0020441388803136,0.0031249385880377715,-0.0014000686051979631,0.007408039124261905,0.00189417471196945,0.003139324151204405,0.021628883793055102,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,single_kernel,128,10000,1.0877236208378107,0.0007144994017516,0.0008981414462236714,-0.003666744713861277,0.005181773315036744,0.00064040518991485,0.0010699311178941884,0.016096836994345262,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
