stratum,r,u0,theory,metric,n_total,n_valid,n_pass,pass_fraction,mean,median,std,min,max,q10,q25,q75,q90
"r=0.7,u0=0.0",0.7,0.0,separable_W_times_R,memory_function_l1,10,10,0,0.0,0.6135128165584612,0.6158150518707775,0.05083143693047157,0.5265397932324479,0.6963235952544296,0.5441203034533455,0.584148791413535,0.6459887898659655,0.6771348291734407
"r=0.7,u0=0.0",0.7,0.0,separable_W_times_R,impulse_cosine_similarity,10,10,-1,,0.9240068050790888,0.9234424389633749,0.013389366912097538,0.8958112885837718,0.9420804173969384,0.9142706614802182,0.9164384195404827,0.9360516094329213,0.939577203259935
"r=0.7,u0=0.0",0.7,0.0,separable_W_times_R,step_cosine_similarity,10,10,-1,,0.9960945378327691,0.995937589653088,0.0012527670245065495,0.9939685717669685,0.9980322655791974,0.9947173269826017,0.9952063541517717,0.9971204791495328,0.9977143389364537
"r=0.7,u0=0.0",0.7,0.0,tangent_recurrence,joint_pass_all4,10,10,10,1.0,,,,,,,,,
"r=0.7,u0=0.0",0.7,0.0,separable_W_times_R,joint_pass_all4,10,10,0,0.0,,,,,,,,,
"r=0.7,u0=0.0",0.7,0.0,n/a,locally_stable_over_valid,10,10,10,1.0,,,,,,,,,
"r=0.7,u0=0.0",0.7,0.0,n/a,locally_stable_over_total,10,10,10,1.0,,,,,,,,,
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,impulse_relative_frobenius,10,10,10,1.0,2.4890605423400077e-05,2.4183595024102935e-05,4.0419196669112365e-06,1.831078290477467e-05,3.377903740494107e-05,2.1538296348541622e-05,2.2563357266791428e-05,2.705142188784077e-05,2.8851843587631985e-05
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,step_relative_frobenius,10,10,10,1.0,5.993693034697863e-05,5.456443072783486e-05,1.7573111801804786e-05,3.8805989160745384e-05,9.863012782275773e-05,4.190218617109793e-05,5.00654629712303e-05,7.025365659066581e-05,8.055765224147687e-05
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,frequency_relative_frobenius,10,10,10,1.0,2.4890605423400646e-05,2.4183595024102976e-05,4.041919666910986e-06,1.8310782904774324e-05,3.377903740494017e-05,2.1538296348546495e-05,2.2563357266792523e-05,2.705142188784105e-05,2.8851843587634767e-05
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,memory_function_l1,10,10,10,1.0,1.105229673704859e-05,8.59420041407216e-06,5.883196086246196e-06,3.2214099817162187e-06,2.2506435529399008e-05,5.80714690098331e-06,6.700125703606232e-06,1.499312045143153e-05,1.853283719420478e-05
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,impulse_cosine_similarity,10,10,-1,,0.9999999997035491,0.9999999997281425,1.0397536884078766e-10,0.9999999994667079,0.9999999998620046,0.9999999996080752,0.9999999996475493,0.999999999769234,0.999999999794524
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,step_cosine_similarity,10,10,-1,,0.9999999990899704,0.9999999991984262,4.550412984237907e-10,0.9999999979407909,0.999999999554564,0.9999999987662714,0.9999999988981808,0.9999999994325428,0.9999999994700443
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,impulse_relative_frobenius,10,10,0,0.0,0.3812087368653846,0.37326264090101213,0.03079889748845271,0.3408831202862328,0.4420033140828121,0.34501309559071847,0.36039953157568055,0.4023224788271259,0.4170887069584318
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,step_relative_frobenius,10,10,0,0.0,0.07943705490288724,0.07737836387169635,0.02058561993183825,0.04944098408825654,0.11322872852300181,0.05022001638714564,0.06964002714088713,0.0901126104555241,0.11064039937698367
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,frequency_relative_frobenius,10,10,0,0.0,0.3812087368653846,0.3732626409010121,0.0307988974884527,0.3408831202862328,0.4420033140828122,0.34501309559071847,0.3603995315756805,0.40232247882712585,0.4170887069584316
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,memory_function_l1,10,10,0,0.0,0.5992553817076706,0.6066646533042546,0.05796168071705328,0.499520151234062,0.698290175710882,0.5000380546329085,0.5874317800011928,0.6303203826638203,0.6469148099842861
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,impulse_cosine_similarity,10,10,-1,,0.926943147183834,0.9285519958953983,0.013160528628186797,0.8999874689410117,0.9464369348050007,0.9139395641333413,0.9191786724304353,0.9333594711922701,0.9446404707578308
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,step_cosine_similarity,10,10,-1,,0.9975643305795732,0.9976074793589669,0.0008775666704282488,0.9962509536660853,0.9988936421692822,0.9962866657355981,0.9969749070929429,0.9979439324616063,0.9988678605632465
"r=0.7,u0=0.5",0.7,0.5,tangent_recurrence,joint_pass_all4,10,10,10,1.0,,,,,,,,,
"r=0.7,u0=0.5",0.7,0.5,separable_W_times_R,joint_pass_all4,10,10,0,0.0,,,,,,,,,
"r=0.7,u0=0.5",0.7,0.5,n/a,locally_stable_over_valid,10,10,10,1.0,,,,,,,,,
"r=0.7,u0=0.5",0.7,0.5,n/a,locally_stable_over_total,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,impulse_relative_frobenius,10,10,10,1.0,4.4969119262882836e-05,4.6926834707943096e-05,1.3959702503034697e-05,2.5608384047279573e-05,6.730246901335104e-05,2.7312979829499714e-05,3.321156867883729e-05,5.576621565653875e-05,6.29131504573925e-05
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,step_relative_frobenius,10,10,10,1.0,0.00013343244047135482,0.0001347602720193587,8.729951053820316e-05,3.322967492589763e-05,0.0002725585639464505,3.633520630383268e-05,4.379575832917295e-05,0.00019524475850562565,0.00024028057746583632
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,frequency_relative_frobenius,10,10,10,1.0,4.4969119262882924e-05,4.6926834707942784e-05,1.3959702503033989e-05,2.5608384047280773e-05,6.730246901335231e-05,2.7312979829501053e-05,3.321156867883733e-05,5.576621565653832e-05,6.291315045738976e-05
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,memory_function_l1,10,10,10,1.0,1.5139591724499723e-05,1.066291402225771e-05,1.1625287331011944e-05,2.972646846110012e-07,3.6970578698684316e-05,4.215872283210813e-06,5.937802912588408e-06,2.4164898248454205e-05,2.9242135582218455e-05
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,impulse_cosine_similarity,10,10,-1,,0.9999999990327282,0.9999999990457231,5.814481921080715e-10,0.9999999980929786,0.999999999755419,0.9999999982380924,0.9999999985696724,0.9999999995680469,0.999999999714644
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,step_cosine_similarity,10,10,-1,,0.9999999913068933,0.9999999957642434,1.0767332393262956e-08,0.999999963324326,0.9999999995462782,0.9999999834831964,0.9999999867014899,0.9999999993781622,0.9999999995366818
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,impulse_relative_frobenius,10,10,0,0.0,0.40851922431622556,0.3952976841574033,0.05223106040540582,0.3470553428119421,0.5035216759206512,0.3510998165517919,0.36268174014596705,0.4541983125720561,0.4667478902112446
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,step_relative_frobenius,10,10,0,0.0,0.18885074739706806,0.16372304979605407,0.08251868427516443,0.05846899791597365,0.3254598172372086,0.11277579804497716,0.13863242145759067,0.2451764003429449,0.31586727103405127
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,frequency_relative_frobenius,10,10,0,0.0,0.40851922431622567,0.39529768415740335,0.05223106040540581,0.3470553428119421,0.5035216759206512,0.35109981655179184,0.3626817401459671,0.454198312572056,0.46674789021124463
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,memory_function_l1,10,10,0,0.0,0.5879127556511754,0.5650189228094694,0.09731469673452833,0.4491248103332253,0.7195472258940274,0.4514687605820537,0.5260792972121697,0.6882237868063881,0.6996914883802792
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,impulse_cosine_similarity,10,10,-1,,0.9158226979696057,0.9219191501966442,0.025395879404567688,0.865181440911277,0.947334423839349,0.8899292454490493,0.8965140894190728,0.9374760208453834,0.9430979989608113
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,step_cosine_similarity,10,10,-1,,0.9898236897393385,0.9918455636229417,0.0055362345436580284,0.9804426643471549,0.9982897756791699,0.9807524456114307,0.9865144891740103,0.9930677846736844,0.9944611274706948
"r=0.9,u0=-0.5",0.9,-0.5,tangent_recurrence,joint_pass_all4,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=-0.5",0.9,-0.5,separable_W_times_R,joint_pass_all4,10,10,0,0.0,,,,,,,,,
"r=0.9,u0=-0.5",0.9,-0.5,n/a,locally_stable_over_valid,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=-0.5",0.9,-0.5,n/a,locally_stable_over_total,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,impulse_relative_frobenius,10,10,10,1.0,3.200021931377473e-05,3.259492929085359e-05,8.830017071625137e-06,1.8396356719018302e-05,4.443348508173771e-05,2.1795518533530496e-05,2.3620030347268458e-05,4.006529666737846e-05,4.1913808349257306e-05
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,step_relative_frobenius,10,10,10,1.0,4.334092313738315e-05,4.1864959184135985e-05,8.725971857445823e-06,3.171416986976163e-05,6.204876832048964e-05,3.453290132525953e-05,3.681218962096273e-05,4.635280311858008e-05,5.452958842580218e-05
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,frequency_relative_frobenius,10,10,10,1.0,3.20002193137735e-05,3.259492929085042e-05,8.830017071624654e-06,1.83963567190196e-05,4.4433485081737934e-05,2.1795518533528805e-05,2.3620030347268407e-05,4.006529666737836e-05,4.1913808349253646e-05
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,memory_function_l1,10,10,10,1.0,1.349165221186151e-05,1.1586155259178422e-05,9.183179717518504e-06,2.0824207189184e-06,2.86244425481903e-05,2.729213921688132e-06,5.113858487656978e-06,2.1362120079027708e-05,2.496495932495131e-05
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,impulse_cosine_similarity,10,10,-1,,0.9999999995294802,0.9999999995663101,2.380448629457539e-10,0.9999999990861292,0.9999999998447786,0.9999999991892746,0.9999999993897151,0.9999999997337398,0.9999999997719835
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,step_cosine_similarity,10,10,-1,,0.9999999992439296,0.9999999992149187,1.8544026616659394e-10,0.9999999989964603,0.9999999995043144,0.9999999990222187,0.9999999990949798,0.9999999994282012,0.9999999994826471
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,impulse_relative_frobenius,10,10,0,0.0,0.4503501454466174,0.43216713498763715,0.07527400197749201,0.36533764583697254,0.5964831371352773,0.3688928132008186,0.37894614575344127,0.5034841171031987,0.5443153110733631
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,step_relative_frobenius,10,10,0,0.0,0.20549589879335178,0.19772485603373735,0.07439543426203607,0.11488492214435454,0.37199737785052506,0.12043076831791709,0.14942694896957257,0.2423969915334533,0.28097719336848537
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,frequency_relative_frobenius,10,10,0,0.0,0.45035014544661733,0.43216713498763715,0.07527400197749205,0.36533764583697254,0.5964831371352775,0.36889281320081846,0.37894614575344127,0.5034841171031988,0.5443153110733631
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,memory_function_l1,10,10,0,0.0,0.6877677251710483,0.680686700214433,0.10689392221379147,0.5363829446930729,0.8651787671173917,0.5508428323219918,0.5964482423045488,0.7721101642619732,0.8183165717365931
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,impulse_cosine_similarity,10,10,-1,,0.9038700628345412,0.9048130378467395,0.024477440484946635,0.8559264357611929,0.9338246066542893,0.8796121677522126,0.8859867795593216,0.9279636970705517,0.9329755630953566
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,step_cosine_similarity,10,10,-1,,0.9905962633231777,0.9900561336323317,0.0027213611582015307,0.9862438292084539,0.9950214663321242,0.9878758358576122,0.9886654512949403,0.9927545213643705,0.9943265405986916
"r=0.9,u0=0.0",0.9,0.0,tangent_recurrence,joint_pass_all4,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=0.0",0.9,0.0,separable_W_times_R,joint_pass_all4,10,10,0,0.0,,,,,,,,,
"r=0.9,u0=0.0",0.9,0.0,n/a,locally_stable_over_valid,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=0.0",0.9,0.0,n/a,locally_stable_over_total,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,impulse_relative_frobenius,10,10,10,1.0,2.4980992782967192e-05,2.4484791091109735e-05,3.950319736596077e-06,1.8278545757877164e-05,3.366413022645814e-05,2.196588622057341e-05,2.2669777987147973e-05,2.6714529369146688e-05,2.9048635175411925e-05
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,step_relative_frobenius,10,10,10,1.0,5.66408003529404e-05,5.117200376478014e-05,1.5777915596222454e-05,3.7759035177224315e-05,8.996813060398716e-05,4.1242649713728065e-05,4.6689258532132497e-05,6.666950628442464e-05,7.670136281424933e-05
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,frequency_relative_frobenius,10,10,10,1.0,2.498099278296639e-05,2.4484791091108614e-05,3.950319736596469e-06,1.8278545757876825e-05,3.3664130226459446e-05,2.196588622057171e-05,2.2669777987147225e-05,2.6714529369144e-05,2.9048635175412545e-05
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,memory_function_l1,10,10,10,1.0,9.5027957481824e-06,7.849818859688451e-06,4.997600532710779e-06,2.8236343230779466e-06,1.9018122070000877e-05,5.0049494807742636e-06,5.897771777931165e-06,1.1864803365881838e-05,1.7090254785980654e-05
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,impulse_cosine_similarity,10,10,-1,,0.9999999996980431,0.9999999997186423,1.0451998549811727e-10,0.9999999994577621,0.9999999998616219,0.9999999996050827,0.9999999996443705,0.9999999997641105,0.9999999997832723
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,step_cosine_similarity,10,10,-1,,0.9999999991503532,0.9999999992351585,3.7274663141607294e-10,0.9999999982586747,0.9999999995665646,0.9999999988470106,0.9999999989734879,0.9999999994390469,0.9999999994656303
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,impulse_relative_frobenius,10,10,0,0.0,0.4127509139202079,0.41774035370424645,0.04309905143231215,0.34737525798606067,0.4847780574171333,0.35163078129960407,0.38472296109125936,0.43853290766958813,0.46026210435156256
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,step_relative_frobenius,10,10,0,0.0,0.13412965249313374,0.1297814273647177,0.038207043787306806,0.0803530406947909,0.19770244430429906,0.08138405265287531,0.11300981644032872,0.15345223335309466,0.19301095398403698
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,frequency_relative_frobenius,10,10,0,0.0,0.412750913920208,0.41774035370424645,0.043099051432312165,0.34737525798606067,0.4847780574171333,0.3516307812996041,0.38472296109125936,0.43853290766958813,0.4602621043515627
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,memory_function_l1,10,10,0,0.0,0.6396055382139423,0.6543457159274606,0.08596752222960781,0.48843238669809796,0.7665578540663095,0.4949449921978709,0.6114619425846828,0.7001777726464861,0.721124905767179
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,impulse_cosine_similarity,10,10,-1,,0.9142000151054971,0.9111486578728143,0.018902668373657394,0.8808442234135039,0.9449984340547085,0.8966311658967531,0.9031609484502024,0.9235144794975656,0.9428331078570855
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,step_cosine_similarity,10,10,-1,,0.9939611718389323,0.9939585935891373,0.0020909606014793704,0.9909881589476612,0.9972116366778719,0.9911058372694403,0.9923665601235839,0.9948632060153788,0.9971768740214845
"r=0.9,u0=0.5",0.9,0.5,tangent_recurrence,joint_pass_all4,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=0.5",0.9,0.5,separable_W_times_R,joint_pass_all4,10,10,0,0.0,,,,,,,,,
"r=0.9,u0=0.5",0.9,0.5,n/a,locally_stable_over_valid,10,10,10,1.0,,,,,,,,,
"r=0.9,u0=0.5",0.9,0.5,n/a,locally_stable_over_total,10,10,10,1.0,,,,,,,,,
