seed,r,u0,epsilon,is_confirmatory_epsilon,tangent_impulse_relative_frobenius,tangent_step_relative_frobenius,separable_impulse_relative_frobenius,separable_step_relative_frobenius,valid,K,past_mass,git_commit,config_sha256,protocol_sha256
1,0.9,0.0,0.0001,True,2.7891052035435003e-05,3.944548801568362e-05,0.48249131721884364,0.11488492214435454,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.0,0.0003,False,8.366870890992216e-05,0.00011834521963997452,0.48247796903558055,0.11489206953552637,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.0,0.001,False,0.00027885080088236523,0.0003945793250252936,0.48243131711751525,0.1149176166451105,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.0,0.003,False,0.0008361735588151019,0.0011845484635607533,0.4822985975590448,0.11499516494329727,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.0,0.01,False,0.002782833821481867,0.003957938901151487,0.4818407340312603,0.11531984445929241,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.7,0.5,1e-05,False,2.189681564573757e-06,5.495099915908638e-06,0.4040191235000372,0.050295784845398324,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.7,0.5,3e-05,False,6.56903130221406e-06,1.6486347442612215e-05,0.404019758789858,0.05029817861707339,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.7,0.5,0.0001,True,2.1896908953404618e-05,5.495644736758672e-05,0.40402198273989787,0.050306575531466655,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.7,0.5,0.0003,False,6.569177189733635e-05,0.0001648780061727316,0.40402834047160746,0.05033072748530286,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.7,0.5,0.001,False,0.0002189845300108518,0.0005496845499742176,0.4040506341086016,0.05041713124350083,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
